"Notes"	"Region"	"Region Code"	"Year"	"Year Code"	"Age Group"	"Age Group Code"	Deaths	Population	Crude Rate	Crude Rate Standard Error
	"Northeast"	"CENS-R1"	"2014"	"2014"	"40-44 years"	"40-44"	91	3574086	2.546	0.267
	"Northeast"	"CENS-R1"	"2014"	"2014"	"45-49 years"	"45-49"	123	3877121	3.172	0.286
	"Northeast"	"CENS-R1"	"2014"	"2014"	"50-54 years"	"50-54"	205	4206877	4.873	0.340
	"Northeast"	"CENS-R1"	"2014"	"2014"	"55-59 years"	"55-59"	367	4018931	9.132	0.477
	"Northeast"	"CENS-R1"	"2014"	"2014"	"60-64 years "	"60-64"	374	3401045	10.997	0.569
	"Northeast"	"CENS-R1"	"2014"	"2014"	"65-69 years"	"65-69"	409	2780290	14.711	0.727
	"Northeast"	"CENS-R1"	"2014"	"2014"	"70-74 years"	"70-74"	331	2002235	16.532	0.909
	"Northeast"	"CENS-R1"	"2014"	"2014"	"75-79 years"	"75-79"	288	1460518	19.719	1.162
	"Northeast"	"CENS-R1"	"2014"	"2014"	"80-84 years"	"80-84"	227	1130743	20.075	1.332
	"Northeast"	"CENS-R1"	"2014"	"2014"	"85+ years"	"85+"	230	1313432	17.511	1.155
	"Northeast"	"CENS-R1"	"2015"	"2015"	"1-4 years"	"1-4"	18	2547480	0.707	0.167
	"Northeast"	"CENS-R1"	"2015"	"2015"	"5-9 years"	"5-9"	25	3221953	0.776	0.155
	"Northeast"	"CENS-R1"	"2015"	"2015"	"10-14 years"	"10-14"	19	3343464	0.568	0.130
	"Northeast"	"CENS-R1"	"2015"	"2015"	"15-19 years"	"15-19"	19	3625412	0.524	0.120
	"Northeast"	"CENS-R1"	"2015"	"2015"	"20-24 years"	"20-24"	20	3859313	0.518	0.116
	"Northeast"	"CENS-R1"	"2015"	"2015"	"25-29 years"	"25-29"	23	3881349	0.593	0.124
	"Northeast"	"CENS-R1"	"2015"	"2015"	"30-34 years"	"30-34"	46	3660655	1.257	0.185
	"Northeast"	"CENS-R1"	"2015"	"2015"	"35-39 years"	"35-39"	63	3409933	1.848	0.233
	"Northeast"	"CENS-R1"	"2015"	"2015"	"40-44 years"	"40-44"	81	3452194	2.346	0.261
	"Northeast"	"CENS-R1"	"2015"	"2015"	"45-49 years"	"45-49"	120	3810415	3.149	0.287
	"Northeast"	"CENS-R1"	"2015"	"2015"	"50-54 years"	"50-54"	209	4149400	5.037	0.348
	"Northeast"	"CENS-R1"	"2015"	"2015"	"55-59 years"	"55-59"	325	4059100	8.007	0.444
	"Northeast"	"CENS-R1"	"2015"	"2015"	"60-64 years "	"60-64"	337	3484520	9.671	0.527
	"Northeast"	"CENS-R1"	"2015"	"2015"	"65-69 years"	"65-69"	431	2899915	14.863	0.716
	"Northeast"	"CENS-R1"	"2015"	"2015"	"70-74 years"	"70-74"	351	2062971	17.014	0.908
	"Northeast"	"CENS-R1"	"2015"	"2015"	"75-79 years"	"75-79"	284	1481826	19.166	1.137
	"Northeast"	"CENS-R1"	"2015"	"2015"	"80-84 years"	"80-84"	261	1120371	23.296	1.442
	"Northeast"	"CENS-R1"	"2015"	"2015"	"85+ years"	"85+"	240	1328738	18.062	1.166
	"Northeast"	"CENS-R1"	"2016"	"2016"	"5-9 years"	"5-9"	34	3206719	1.060	0.182
	"Northeast"	"CENS-R1"	"2016"	"2016"	"10-14 years"	"10-14"	29	3312120	0.876	0.163
	"Northeast"	"CENS-R1"	"2016"	"2016"	"15-19 years"	"15-19"	17	3592179	0.473	0.115
	"Northeast"	"CENS-R1"	"2016"	"2016"	"20-24 years"	"20-24"	30	3801386	0.789	0.144
	"Northeast"	"CENS-R1"	"2016"	"2016"	"25-29 years"	"25-29"	28	3909109	0.716	0.135
	"Northeast"	"CENS-R1"	"2016"	"2016"	"30-34 years"	"30-34"	50	3698680	1.352	0.191
	"Northeast"	"CENS-R1"	"2016"	"2016"	"35-39 years"	"35-39"	73	3459282	2.110	0.247
	"Northeast"	"CENS-R1"	"2016"	"2016"	"40-44 years"	"40-44"	76	3330523	2.282	0.262
	"Northeast"	"CENS-R1"	"2016"	"2016"	"45-49 years"	"45-49"	131	3764149	3.480	0.304
	"Northeast"	"CENS-R1"	"2016"	"2016"	"50-54 years"	"50-54"	222	4055196	5.474	0.367
	"Northeast"	"CENS-R1"	"2016"	"2016"	"55-59 years"	"55-59"	348	4079527	8.530	0.457
	"Northeast"	"CENS-R1"	"2016"	"2016"	"60-64 years "	"60-64"	382	3557326	10.738	0.549
	"Northeast"	"CENS-R1"	"2016"	"2016"	"65-69 years"	"65-69"	420	3021013	13.903	0.678
	"Northeast"	"CENS-R1"	"2016"	"2016"	"70-74 years"	"70-74"	352	2116258	16.633	0.887
	"Northeast"	"CENS-R1"	"2016"	"2016"	"75-79 years"	"75-79"	328	1513300	21.674	1.197
	"Northeast"	"CENS-R1"	"2016"	"2016"	"80-84 years"	"80-84"	245	1119285	21.889	1.398
	"Northeast"	"CENS-R1"	"2016"	"2016"	"85+ years"	"85+"	263	1344477	19.562	1.206
	"Northeast"	"CENS-R1"	"2017"	"2017"	"5-9 years"	"5-9"	33	3187252	1.035	0.180
	"Northeast"	"CENS-R1"	"2017"	"2017"	"10-14 years"	"10-14"	17	3299649	0.515	0.125
	"Northeast"	"CENS-R1"	"2017"	"2017"	"15-19 years"	"15-19"	17	3554094	0.478	0.116
	"Northeast"	"CENS-R1"	"2017"	"2017"	"20-24 years"	"20-24"	26	3742998	0.695	0.136
	"Northeast"	"CENS-R1"	"2017"	"2017"	"25-29 years"	"25-29"	31	3932035	0.788	0.142
	"Northeast"	"CENS-R1"	"2017"	"2017"	"30-34 years"	"30-34"	41	3727432	1.100	0.172
	"Northeast"	"CENS-R1"	"2017"	"2017"	"35-39 years"	"35-39"	57	3506952	1.625	0.215
	"Northeast"	"CENS-R1"	"2017"	"2017"	"40-44 years"	"40-44"	73	3279041	2.226	0.261
	"Northeast"	"CENS-R1"	"2017"	"2017"	"45-49 years"	"45-49"	130	3691535	3.522	0.309
	"Northeast"	"CENS-R1"	"2017"	"2017"	"50-54 years"	"50-54"	228	3957108	5.762	0.382
	"Northeast"	"CENS-R1"	"2017"	"2017"	"55-59 years"	"55-59"	303	4058203	7.466	0.429
	"Northeast"	"CENS-R1"	"2017"	"2017"	"60-64 years "	"60-64"	391	3640531	10.740	0.543
	"Northeast"	"CENS-R1"	"2017"	"2017"	"65-69 years"	"65-69"	405	3003712	13.483	0.670
	"Northeast"	"CENS-R1"	"2017"	"2017"	"70-74 years"	"70-74"	407	2290403	17.770	0.881
	"Northeast"	"CENS-R1"	"2017"	"2017"	"75-79 years"	"75-79"	324	1571067	20.623	1.146
	"Northeast"	"CENS-R1"	"2017"	"2017"	"80-84 years"	"80-84"	262	1123336	23.323	1.441
	"Northeast"	"CENS-R1"	"2017"	"2017"	"85+ years"	"85+"	250	1349913	18.520	1.171
	"Northeast"	"CENS-R1"	"2018"	"2018"	"5-9 years"	"5-9"	37	3168414	1.168	0.192
	"Northeast"	"CENS-R1"	"2018"	"2018"	"10-14 years"	"10-14"	35	3280135	1.067	0.180
	"Northeast"	"CENS-R1"	"2018"	"2018"	"15-19 years"	"15-19"	22	3523782	0.624	0.133
	"Northeast"	"CENS-R1"	"2018"	"2018"	"20-24 years"	"20-24"	19	3677529	0.517	0.119
	"Northeast"	"CENS-R1"	"2018"	"2018"	"25-29 years"	"25-29"	31	3937640	0.787	0.141
	"Northeast"	"CENS-R1"	"2018"	"2018"	"30-34 years"	"30-34"	50	3764395	1.328	0.188
	"Northeast"	"CENS-R1"	"2018"	"2018"	"35-39 years"	"35-39"	46	3548737	1.296	0.191
	"Northeast"	"CENS-R1"	"2018"	"2018"	"40-44 years"	"40-44"	91	3274100	2.779	0.291
	"Northeast"	"CENS-R1"	"2018"	"2018"	"45-49 years"	"45-49"	107	3594130	2.977	0.288
	"Northeast"	"CENS-R1"	"2018"	"2018"	"50-54 years"	"50-54"	182	3846624	4.731	0.351
	"Northeast"	"CENS-R1"	"2018"	"2018"	"55-59 years"	"55-59"	295	4028802	7.322	0.426
	"Northeast"	"CENS-R1"	"2018"	"2018"	"60-64 years "	"60-64"	396	3709017	10.677	0.537
	"Northeast"	"CENS-R1"	"2018"	"2018"	"65-69 years"	"65-69"	432	3039746	14.212	0.684
	"Northeast"	"CENS-R1"	"2018"	"2018"	"70-74 years"	"70-74"	430	2375096	18.105	0.873
	"Northeast"	"CENS-R1"	"2018"	"2018"	"75-79 years"	"75-79"	376	1662295	22.619	1.167
	"Northeast"	"CENS-R1"	"2018"	"2018"	"80-84 years"	"80-84"	248	1142498	21.707	1.378
	"Northeast"	"CENS-R1"	"2018"	"2018"	"85+ years"	"85+"	235	1353457	17.363	1.133
	"Midwest"	"CENS-R2"	"1999"	"1999"	"1-4 years"	"1-4"	20	3490491	0.573	0.128
	"Midwest"	"CENS-R2"	"1999"	"1999"	"5-9 years"	"5-9"	40	4706954	0.850	0.134
	"Midwest"	"CENS-R2"	"1999"	"1999"	"10-14 years"	"10-14"	19	4733910	0.401	0.092
	"Midwest"	"CENS-R2"	"1999"	"1999"	"15-19 years"	"15-19"	40	4772409	0.838	0.133
	"Midwest"	"CENS-R2"	"1999"	"1999"	"25-29 years"	"25-29"	42	4313141	0.974	0.150
	"Midwest"	"CENS-R2"	"1999"	"1999"	"30-34 years"	"30-34"	75	4510914	1.663	0.192
	"Midwest"	"CENS-R2"	"1999"	"1999"	"35-39 years"	"35-39"	129	5168501	2.496	0.220
	"Midwest"	"CENS-R2"	"1999"	"1999"	"40-44 years"	"40-44"	147	5144007	2.858	0.236
	"Midwest"	"CENS-R2"	"1999"	"1999"	"45-49 years"	"45-49"	198	4579811	4.323	0.307
	"Midwest"	"CENS-R2"	"1999"	"1999"	"50-54 years"	"50-54"	234	3852322	6.074	0.397
	"Midwest"	"CENS-R2"	"1999"	"1999"	"55-59 years"	"55-59"	278	3009145	9.239	0.554
	"Midwest"	"CENS-R2"	"1999"	"1999"	"60-64 years "	"60-64"	295	2469112	11.948	0.696
	"Midwest"	"CENS-R2"	"1999"	"1999"	"65-69 years"	"65-69"	340	2189791	15.527	0.842
	"Midwest"	"CENS-R2"	"1999"	"1999"	"70-74 years"	"70-74"	416	2079062	20.009	0.981
	"Midwest"	"CENS-R2"	"1999"	"1999"	"75-79 years"	"75-79"	373	1735401	21.494	1.113
	"Midwest"	"CENS-R2"	"1999"	"1999"	"80-84 years"	"80-84"	261	1193251	21.873	1.354
	"Midwest"	"CENS-R2"	"1999"	"1999"	"85+ years"	"85+"	169	1049509	16.103	1.239
	"Midwest"	"CENS-R2"	"2000"	"2000"	"1-4 years"	"1-4"	23	3480902	0.661	0.138
	"Midwest"	"CENS-R2"	"2000"	"2000"	"5-9 years"	"5-9"	30	4664927	0.643	0.117
	"Midwest"	"CENS-R2"	"2000"	"2000"	"10-14 years"	"10-14"	26	4782698	0.544	0.107
	"Midwest"	"CENS-R2"	"2000"	"2000"	"15-19 years"	"15-19"	29	4783916	0.606	0.113
	"Midwest"	"CENS-R2"	"2000"	"2000"	"20-24 years"	"20-24"	30	4344162	0.691	0.126
	"Midwest"	"CENS-R2"	"2000"	"2000"	"25-29 years"	"25-29"	46	4221889	1.090	0.161
	"Midwest"	"CENS-R2"	"2000"	"2000"	"30-34 years"	"30-34"	75	4491250	1.670	0.193
	"Midwest"	"CENS-R2"	"2000"	"2000"	"35-39 years"	"35-39"	117	5075130	2.305	0.213
	"Midwest"	"CENS-R2"	"2000"	"2000"	"40-44 years"	"40-44"	155	5191997	2.985	0.240
	"Midwest"	"CENS-R2"	"2000"	"2000"	"45-49 years"	"45-49"	208	4693102	4.432	0.307
	"Midwest"	"CENS-R2"	"2000"	"2000"	"50-54 years"	"50-54"	265	4046179	6.549	0.402
	"Midwest"	"CENS-R2"	"2000"	"2000"	"55-59 years"	"55-59"	267	3090348	8.640	0.529
	"Midwest"	"CENS-R2"	"2000"	"2000"	"60-64 years "	"60-64"	287	2488379	11.534	0.681
	"Midwest"	"CENS-R2"	"2000"	"2000"	"65-69 years"	"65-69"	328	2174382	15.085	0.833
	"Midwest"	"CENS-R2"	"2000"	"2000"	"70-74 years"	"70-74"	379	2064883	18.355	0.943
	"Midwest"	"CENS-R2"	"2000"	"2000"	"75-79 years"	"75-79"	379	1748671	21.674	1.113
	"Midwest"	"CENS-R2"	"2000"	"2000"	"80-84 years"	"80-84"	232	1210390	19.167	1.258
	"Midwest"	"CENS-R2"	"2000"	"2000"	"85+ years"	"85+"	168	1069925	15.702	1.211
	"Midwest"	"CENS-R2"	"2001"	"2001"	"1-4 years"	"1-4"	22	3461669	0.636	0.135
	"Midwest"	"CENS-R2"	"2001"	"2001"	"5-9 years"	"5-9"	38	4591871	0.828	0.134
	"Midwest"	"CENS-R2"	"2001"	"2001"	"10-14 years"	"10-14"	28	4818266	0.581	0.110
	"Midwest"	"CENS-R2"	"2001"	"2001"	"15-19 years"	"15-19"	29	4800932	0.604	0.112
	"Midwest"	"CENS-R2"	"2001"	"2001"	"20-24 years"	"20-24"	29	4453683	0.651	0.121
	"Midwest"	"CENS-R2"	"2001"	"2001"	"25-29 years"	"25-29"	36	4084212	0.881	0.147
	"Midwest"	"CENS-R2"	"2001"	"2001"	"30-34 years"	"30-34"	68	4502111	1.510	0.183
	"Midwest"	"CENS-R2"	"2001"	"2001"	"35-39 years"	"35-39"	77	4927668	1.563	0.178
	"Midwest"	"CENS-R2"	"2001"	"2001"	"40-44 years"	"40-44"	169	5230900	3.231	0.249
	"Midwest"	"CENS-R2"	"2001"	"2001"	"45-49 years"	"45-49"	212	4788056	4.428	0.304
	"Midwest"	"CENS-R2"	"2001"	"2001"	"50-54 years"	"50-54"	278	4266011	6.517	0.391
	"Midwest"	"CENS-R2"	"2001"	"2001"	"55-59 years"	"55-59"	308	3148255	9.783	0.557
	"Midwest"	"CENS-R2"	"2001"	"2001"	"60-64 years "	"60-64"	304	2534512	11.994	0.688
	"Midwest"	"CENS-R2"	"2001"	"2001"	"65-69 years"	"65-69"	319	2168148	14.713	0.824
	"Midwest"	"CENS-R2"	"2001"	"2001"	"70-74 years"	"70-74"	361	2044877	17.654	0.929
	"Midwest"	"CENS-R2"	"2001"	"2001"	"75-79 years"	"75-79"	370	1748780	21.158	1.100
	"Midwest"	"CENS-R2"	"2001"	"2001"	"80-84 years"	"80-84"	275	1236752	22.236	1.341
	"Midwest"	"CENS-R2"	"2001"	"2001"	"85+ years"	"85+"	172	1082708	15.886	1.211
	"Midwest"	"CENS-R2"	"2002"	"2002"	"1-4 years"	"1-4"	24	3480604	0.690	0.141
	"Midwest"	"CENS-R2"	"2002"	"2002"	"5-9 years"	"5-9"	42	4511973	0.931	0.144
	"Midwest"	"CENS-R2"	"2002"	"2002"	"10-14 years"	"10-14"	26	4846948	0.536	0.105
	"Midwest"	"CENS-R2"	"2002"	"2002"	"15-19 years"	"15-19"	26	4788120	0.543	0.106
	"Midwest"	"CENS-R2"	"2002"	"2002"	"20-24 years"	"20-24"	27	4555819	0.593	0.114
	"Midwest"	"CENS-R2"	"2002"	"2002"	"25-29 years"	"25-29"	29	4028267	0.720	0.134
	"Midwest"	"CENS-R2"	"2002"	"2002"	"30-34 years"	"30-34"	64	4481559	1.428	0.179
	"Midwest"	"CENS-R2"	"2002"	"2002"	"35-39 years"	"35-39"	81	4776603	1.696	0.188
	"Midwest"	"CENS-R2"	"2002"	"2002"	"40-44 years"	"40-44"	160	5208507	3.072	0.243
	"Midwest"	"CENS-R2"	"2002"	"2002"	"45-49 years"	"45-49"	214	4889419	4.377	0.299
	"Midwest"	"CENS-R2"	"2002"	"2002"	"50-54 years"	"50-54"	276	4282976	6.444	0.388
	"Midwest"	"CENS-R2"	"2002"	"2002"	"55-59 years"	"55-59"	308	3390544	9.084	0.518
	"Midwest"	"CENS-R2"	"2002"	"2002"	"60-64 years "	"60-64"	323	2620201	12.327	0.686
	"Midwest"	"CENS-R2"	"2002"	"2002"	"65-69 years"	"65-69"	333	2171606	15.334	0.840
	"Midwest"	"CENS-R2"	"2002"	"2002"	"70-74 years"	"70-74"	363	2011241	18.049	0.947
	"Midwest"	"CENS-R2"	"2002"	"2002"	"75-79 years"	"75-79"	332	1748881	18.984	1.042
	"Midwest"	"CENS-R2"	"2002"	"2002"	"80-84 years"	"80-84"	255	1265520	20.150	1.262
	"Midwest"	"CENS-R2"	"2002"	"2002"	"85+ years"	"85+"	172	1095407	15.702	1.197
	"Midwest"	"CENS-R2"	"2003"	"2003"	"1-4 years"	"1-4"	16	3478712	0.460	0.115
	"Midwest"	"CENS-R2"	"2003"	"2003"	"5-9 years"	"5-9"	36	4451829	0.809	0.135
	"Midwest"	"CENS-R2"	"2003"	"2003"	"10-14 years"	"10-14"	34	4848449	0.701	0.120
	"Midwest"	"CENS-R2"	"2003"	"2003"	"15-19 years"	"15-19"	24	4792130	0.501	0.102
	"Midwest"	"CENS-R2"	"2003"	"2003"	"20-24 years"	"20-24"	33	4638048	0.712	0.124
	"Midwest"	"CENS-R2"	"2003"	"2003"	"25-29 years"	"25-29"	35	4029430	0.869	0.147
	"Midwest"	"CENS-R2"	"2003"	"2003"	"30-34 years"	"30-34"	53	4427203	1.197	0.164
	"Midwest"	"CENS-R2"	"2003"	"2003"	"35-39 years"	"35-39"	112	4628191	2.420	0.229
	"Midwest"	"CENS-R2"	"2003"	"2003"	"40-44 years"	"40-44"	164	5162549	3.177	0.248
	"Midwest"	"CENS-R2"	"2003"	"2003"	"45-49 years"	"45-49"	228	4983903	4.575	0.303
	"Midwest"	"CENS-R2"	"2003"	"2003"	"50-54 years"	"50-54"	266	4364991	6.094	0.374
	"Midwest"	"CENS-R2"	"2003"	"2003"	"55-59 years"	"55-59"	301	3518325	8.555	0.493
	"Midwest"	"CENS-R2"	"2003"	"2003"	"60-64 years "	"60-64"	308	2750342	11.199	0.638
	"Midwest"	"CENS-R2"	"2003"	"2003"	"65-69 years"	"65-69"	314	2207010	14.227	0.803
	"Midwest"	"CENS-R2"	"2003"	"2003"	"70-74 years"	"70-74"	344	1975063	17.417	0.939
	"Midwest"	"CENS-R2"	"2003"	"2003"	"75-79 years"	"75-79"	359	1752952	20.480	1.081
	"Midwest"	"CENS-R2"	"2003"	"2003"	"80-84 years"	"80-84"	284	1283187	22.132	1.313
	"Midwest"	"CENS-R2"	"2003"	"2003"	"85+ years"	"85+"	164	1117735	14.673	1.146
	"Midwest"	"CENS-R2"	"2004"	"2004"	"1-4 years"	"1-4"	16	3479970	0.460	0.115
	"Midwest"	"CENS-R2"	"2004"	"2004"	"5-9 years"	"5-9"	38	4407363	0.862	0.140
	"Midwest"	"CENS-R2"	"2004"	"2004"	"10-14 years"	"10-14"	34	4821572	0.705	0.121
	"Midwest"	"CENS-R2"	"2004"	"2004"	"15-19 years"	"15-19"	27	4818468	0.560	0.108
	"Midwest"	"CENS-R2"	"2004"	"2004"	"20-24 years"	"20-24"	32	4672053	0.685	0.121
	"Midwest"	"CENS-R2"	"2004"	"2004"	"25-29 years"	"25-29"	37	4078530	0.907	0.149
	"Midwest"	"CENS-R2"	"2004"	"2004"	"30-34 years"	"30-34"	50	4333376	1.154	0.163
	"Midwest"	"CENS-R2"	"2004"	"2004"	"35-39 years"	"35-39"	79	4508968	1.752	0.197
	"Midwest"	"CENS-R2"	"2004"	"2004"	"40-44 years"	"40-44"	126	5117546	2.462	0.219
	"Midwest"	"CENS-R2"	"2004"	"2004"	"45-49 years"	"45-49"	217	5042663	4.303	0.292
	"Midwest"	"CENS-R2"	"2004"	"2004"	"50-54 years"	"50-54"	263	4469724	5.884	0.363
	"Midwest"	"CENS-R2"	"2004"	"2004"	"55-59 years"	"55-59"	310	3692172	8.396	0.477
	"Midwest"	"CENS-R2"	"2004"	"2004"	"60-64 years "	"60-64"	325	2836691	11.457	0.636
	"Midwest"	"CENS-R2"	"2004"	"2004"	"65-69 years"	"65-69"	343	2255060	15.210	0.821
	"Midwest"	"CENS-R2"	"2004"	"2004"	"70-74 years"	"70-74"	372	1941570	19.160	0.993
	"Midwest"	"CENS-R2"	"2004"	"2004"	"75-79 years"	"75-79"	337	1737894	19.391	1.056
	"Midwest"	"CENS-R2"	"2004"	"2004"	"80-84 years"	"80-84"	266	1306985	20.352	1.248
	"Midwest"	"CENS-R2"	"2004"	"2004"	"85+ years"	"85+"	193	1134801	17.007	1.224
	"Midwest"	"CENS-R2"	"2005"	"2005"	"1-4 years"	"1-4"	16	3487344	0.459	0.115
	"Midwest"	"CENS-R2"	"2005"	"2005"	"5-9 years"	"5-9"	47	4380273	1.073	0.157
	"Midwest"	"CENS-R2"	"2005"	"2005"	"10-14 years"	"10-14"	30	4748777	0.632	0.115
	"Midwest"	"CENS-R2"	"2005"	"2005"	"15-19 years"	"15-19"	26	4855504	0.535	0.105
	"Midwest"	"CENS-R2"	"2005"	"2005"	"20-24 years"	"20-24"	26	4669588	0.557	0.109
	"Midwest"	"CENS-R2"	"2005"	"2005"	"25-29 years"	"25-29"	39	4146542	0.941	0.151
	"Midwest"	"CENS-R2"	"2005"	"2005"	"30-34 years"	"30-34"	58	4225037	1.373	0.180
	"Midwest"	"CENS-R2"	"2005"	"2005"	"35-39 years"	"35-39"	70	4458282	1.570	0.188
	"Midwest"	"CENS-R2"	"2005"	"2005"	"40-44 years"	"40-44"	147	5014335	2.932	0.242
	"Midwest"	"CENS-R2"	"2005"	"2005"	"45-49 years"	"45-49"	180	5092828	3.534	0.263
	"Midwest"	"CENS-R2"	"2005"	"2005"	"50-54 years"	"50-54"	259	4581920	5.653	0.351
	"Midwest"	"CENS-R2"	"2005"	"2005"	"55-59 years"	"55-59"	302	3898649	7.746	0.446
	"Midwest"	"CENS-R2"	"2005"	"2005"	"60-64 years "	"60-64"	318	2907552	10.937	0.613
	"Midwest"	"CENS-R2"	"2005"	"2005"	"65-69 years"	"65-69"	339	2282444	14.853	0.807
	"Midwest"	"CENS-R2"	"2005"	"2005"	"70-74 years"	"70-74"	355	1928603	18.407	0.977
	"Midwest"	"CENS-R2"	"2005"	"2005"	"75-79 years"	"75-79"	339	1728003	19.618	1.066
	"Midwest"	"CENS-R2"	"2005"	"2005"	"80-84 years"	"80-84"	280	1323879	21.150	1.264
	"Midwest"	"CENS-R2"	"2005"	"2005"	"85+ years"	"85+"	190	1160505	16.372	1.188
	"Midwest"	"CENS-R2"	"2006"	"2006"	"1-4 years"	"1-4"	23	3462560	0.664	0.139
	"Midwest"	"CENS-R2"	"2006"	"2006"	"5-9 years"	"5-9"	41	4387943	0.934	0.146
	"Midwest"	"CENS-R2"	"2006"	"2006"	"10-14 years"	"10-14"	26	4687407	0.555	0.109
	"Midwest"	"CENS-R2"	"2006"	"2006"	"15-19 years"	"15-19"	24	4882194	0.492	0.100
	"Midwest"	"CENS-R2"	"2006"	"2006"	"20-24 years"	"20-24"	26	4653490	0.559	0.110
	"Midwest"	"CENS-R2"	"2006"	"2006"	"25-29 years"	"25-29"	34	4254987	0.799	0.137
	"Midwest"	"CENS-R2"	"2006"	"2006"	"30-34 years"	"30-34"	50	4097188	1.220	0.173
	"Midwest"	"CENS-R2"	"2006"	"2006"	"35-39 years"	"35-39"	95	4465863	2.127	0.218
	"Midwest"	"CENS-R2"	"2006"	"2006"	"40-44 years"	"40-44"	135	4865007	2.775	0.239
	"Midwest"	"CENS-R2"	"2006"	"2006"	"45-49 years"	"45-49"	185	5132953	3.604	0.265
	"Midwest"	"CENS-R2"	"2006"	"2006"	"50-54 years"	"50-54"	309	4680783	6.601	0.376
	"Midwest"	"CENS-R2"	"2006"	"2006"	"55-59 years"	"55-59"	376	4116351	9.134	0.471
	"Midwest"	"CENS-R2"	"2006"	"2006"	"60-64 years "	"60-64"	306	2965651	10.318	0.590
	"Midwest"	"CENS-R2"	"2006"	"2006"	"65-69 years"	"65-69"	306	2330554	13.130	0.751
	"Midwest"	"CENS-R2"	"2006"	"2006"	"70-74 years"	"70-74"	385	1928897	19.960	1.017
	"Midwest"	"CENS-R2"	"2006"	"2006"	"75-79 years"	"75-79"	303	1717577	17.641	1.013
	"Midwest"	"CENS-R2"	"2006"	"2006"	"80-84 years"	"80-84"	251	1331053	18.857	1.190
	"Midwest"	"CENS-R2"	"2006"	"2006"	"85+ years"	"85+"	217	1197447	18.122	1.230
	"Midwest"	"CENS-R2"	"2007"	"2007"	"1-4 years"	"1-4"	25	3466390	0.721	0.144
	"Midwest"	"CENS-R2"	"2007"	"2007"	"5-9 years"	"5-9"	44	4398036	1.000	0.151
	"Midwest"	"CENS-R2"	"2007"	"2007"	"10-14 years"	"10-14"	25	4619051	0.541	0.108
	"Midwest"	"CENS-R2"	"2007"	"2007"	"15-19 years"	"15-19"	28	4903076	0.571	0.108
	"Midwest"	"CENS-R2"	"2007"	"2007"	"20-24 years"	"20-24"	22	4596685	0.479	0.102
	"Midwest"	"CENS-R2"	"2007"	"2007"	"25-29 years"	"25-29"	35	4350866	0.804	0.136
	"Midwest"	"CENS-R2"	"2007"	"2007"	"30-34 years"	"30-34"	54	4049756	1.333	0.181
	"Midwest"	"CENS-R2"	"2007"	"2007"	"35-39 years"	"35-39"	72	4437823	1.622	0.191
	"Midwest"	"CENS-R2"	"2007"	"2007"	"40-44 years"	"40-44"	128	4714008	2.715	0.240
	"Midwest"	"CENS-R2"	"2007"	"2007"	"45-49 years"	"45-49"	209	5114276	4.087	0.283
	"Midwest"	"CENS-R2"	"2007"	"2007"	"50-54 years"	"50-54"	269	4789472	5.616	0.342
	"Midwest"	"CENS-R2"	"2007"	"2007"	"55-59 years"	"55-59"	351	4139474	8.479	0.453
	"Midwest"	"CENS-R2"	"2007"	"2007"	"60-64 years "	"60-64"	366	3205329	11.418	0.597
	"Midwest"	"CENS-R2"	"2007"	"2007"	"65-69 years"	"65-69"	337	2416971	13.943	0.760
	"Midwest"	"CENS-R2"	"2007"	"2007"	"70-74 years"	"70-74"	359	1938120	18.523	0.978
	"Midwest"	"CENS-R2"	"2007"	"2007"	"75-79 years"	"75-79"	349	1696061	20.577	1.101
	"Midwest"	"CENS-R2"	"2007"	"2007"	"80-84 years"	"80-84"	296	1338205	22.119	1.286
	"Midwest"	"CENS-R2"	"2007"	"2007"	"85+ years"	"85+"	201	1234005	16.288	1.149
	"Midwest"	"CENS-R2"	"2008"	"2008"	"1-4 years"	"1-4"	21	3483223	0.603	0.132
	"Midwest"	"CENS-R2"	"2008"	"2008"	"5-9 years"	"5-9"	37	4408250	0.839	0.138
	"Midwest"	"CENS-R2"	"2008"	"2008"	"10-14 years"	"10-14"	29	4569717	0.635	0.118
	"Midwest"	"CENS-R2"	"2008"	"2008"	"15-19 years"	"15-19"	25	4897558	0.510	0.102
	"Midwest"	"CENS-R2"	"2008"	"2008"	"20-24 years"	"20-24"	31	4573173	0.678	0.122
	"Midwest"	"CENS-R2"	"2008"	"2008"	"25-29 years"	"25-29"	41	4409566	0.930	0.145
	"Midwest"	"CENS-R2"	"2008"	"2008"	"30-34 years"	"30-34"	48	4057615	1.183	0.171
	"Midwest"	"CENS-R2"	"2008"	"2008"	"35-39 years"	"35-39"	83	4373353	1.898	0.208
	"Midwest"	"CENS-R2"	"2008"	"2008"	"40-44 years"	"40-44"	125	4562335	2.740	0.245
	"Midwest"	"CENS-R2"	"2008"	"2008"	"45-49 years"	"45-49"	222	5070233	4.378	0.294
	"Midwest"	"CENS-R2"	"2008"	"2008"	"50-54 years"	"50-54"	294	4891098	6.011	0.351
	"Midwest"	"CENS-R2"	"2008"	"2008"	"55-59 years"	"55-59"	366	4229942	8.653	0.452
	"Midwest"	"CENS-R2"	"2008"	"2008"	"60-64 years "	"60-64"	414	3335523	12.412	0.610
